;Enestrom Number;Fuss Index;Title;English Title;Authors;Original Language;Published as;Published Date;Written Date;Original Source Citation;Archive Notes;Content Summary;Opera Omnia Citation;Record Created;URLinfo;URLpdf
50;51;118;De constructione aequationum ope motus tractorii aliisque ad methodum tangentium inversam pertinentibus;On the construction of equations using dragged motion, and of other things pertinent to the inverse method of tangents;Leonhard Euler;Latin;Journal article;1741;1735;Commentarii academiae scientiarum Petropolitanae, Volume 8, pp. 66-85.;;;Series 1, Volume 22, pp.83-107.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/51;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1050&context=euler-works
51;52;353;Solutio problematum rectivicationem ellipsis requirentium;Solution of a problem requiring the rectification of an ellipse;Leonhard Euler;Latin;Journal article;1741;1735;Commentarii academiae scientiarum Petropolitanae, Volume 8, pp. 86-98.;E864;"Euler begins with integrals of a certain form, which are really elliptical integrals, and derives second-order ordinary differential equations using the so-called ""modular equation"" whose solution can be put back through the given integral. Then several geometric problems are solved, which cause special cases of derived differential equations to appear.";Series 1, Volume 20, pp.8-20.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/52;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1051&context=euler-works
52;53;302;Solutio problematis ad geometriam situs pertinentis;The solution of a problem relating to the geometry of position;Leonhard Euler;Latin;Journal article;1741;1735;Commentarii academiae scientiarum Petropolitanae, Volume 8, pp. 128-140.;;This is one of Euler's most famous papers: the Königsberg bridge problem. It is often cited as the earliest paper in both topology and graph theory. In it, Euler reduces the problem to an analysis of the degrees of vertices on a graph, eventually determining that the Königsberg bridge problem is unsolvable.;Series 1, Volume 7, pp.1-10.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/53;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1052&context=euler-works
53;54;24;Theorematum quorundam ad numeros primos spectantium demonstratio;A proof of certain theorems regarding prime numbers;Leonhard Euler;Latin;Journal article;1741;1736;Commentarii academiae scientiarum Petropolitanae, Volume 8, pp. 141-146.;;This paper presents the first proof of the Euler-Fermat theorem, also known as Fermat's Little Theorem, that ap-1 = 1 (mod p) for all a relatively prime to p. Euler begins by showing that 2p-1 = 1 (mod p for any prime other than 2, after which he shows that 3p-1 = 1 (mod p) for any prime other than 3. He then concludes via mathematical induction that the formula holds for all a relatively prime to p. (Based on David Zhao's translation abstract.);Series 1, Volume 2, pp.33-37.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/54;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1053&context=euler-works
54;55;177;Methodus universalis series summandi ulterius promota;Universal method for summation of series, further developed;Leonhard Euler;Latin;Journal article;1741;1736;Commentarii academiae scientiarum Petropolitanae, Volume 8, pp. 147-158.;;E352;Series 1, Volume 14, pp.124-137.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/55;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1054&context=euler-works
55;56;196;Curvarum maximi minive proprietate gaudientium inventio nova et facilis;New and easy method of finding curves enjoying a maximal or minimal property;Leonhard Euler;Latin;Journal article;1741;1736;Commentarii academiae scientiarum Petropolitanae, Volume 8, pp. 159-190.;;;Series 1, Volume 25, pp.54-80.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/56;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1055&context=euler-works
56;57;732;Inquisitio physica in causam fluxus ac refluxus maris;A physical inquiry into the cause of the ebb and flow of the sea;Leonhard Euler;Latin;Paris prize article;1741;1739;Pièce qui ont remporté le prix de l'académie royale des sciences, Volume 1740, pp. 235-350.;;"In this essay, Euler explains the tides based on the Newtonian principle of universal gravitation. He first reviews the various explanations of tides that have already been proposed, making criticisms along the way; in particular, he claims to have refuted Galileo's theory that the tides are the result of a combination of the diurnal and annual motions of the Earth since this theory is unable to produce the motion of the reciprocation of the seas. Euler goes on to calculate the magnitudes of the tide-generating forces and arrives at the following conclusions: (1) the lunar tide is greater than the solar tide; (2) a sphere is attracted as if its entire mass is concentrated at its center. He also determines the equilibrium figure of the ocean that the disturbing forces tend toward at all times. It is in this exploration that Euler comes across his principal contribution to the theory of tides: the inclination of the water's surface depends only on the horizontal component of the disturbing force. Here are some other accomplishments from this work: (3) Euler tabulates the height of the tide for several regions; (4) he shows that the force of the moon is four times that of the sun; (5) he calculates the rate of change of the disturbing forces as the luminaries move toward or away from the horizon; he gives the moon's hour angle at the time of high water in terms of the angular separation of the sun and moon. In the end, Euler brings together the explanations of the principal phenomena of the tides in open oceans and near islands, arranges them systematically, and compares them with observations. (Based on Eric Aiton's introduction to Opera Omnia Series II, Volume 31, and Clifford Truesdell's introduction to Opera Omnia Series II, Volume 12.)";Series 2, Volume 31, pp.19-124.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/57;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1056&context=euler-works
57;58;665;Determinatio orbitae cometae qui mense Martio huius anni 1742 potissimum fuit observatus;Determination of the motion of a comet which can be observed in March of this year, 1742;Leonhard Euler;Latin;Journal article;1743;1742;Miscellanea Berolinensia, Volume 7, pp. 1-90.;;;Series 2, Volume 28, pp.28-104.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/58;
58;59;205;Theoremata circa reductionem formularum integralium ad quadraturam circuli;Theorems concerning the reduction of integral formulas to the quadrature of the circle;Leonhard Euler;Latin;Journal article;1743;1742;Miscellanea Berolinensia, Volume 7, pp. 91-129.;;E60;Series 1, Volume 17, pp.1-34.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/59;
59;60;222;De inventione integralium, si post integrationem variabili quantitati determinatus valor tribuatur;On the resolution of an integral, if after integration the value for the determined variable quantity is assigned;Leonhard Euler;Latin;Journal article;1743;1742;Miscellanea Berolinensia, Volume 7, pp. 129-171.;;E59;Series 1, Volume 17, pp.35-69.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/60;
60;61;175;De summis serierum reciprocarum ex potestatibus numerorum naturalium ortarum dissertatio altera, in qua eaedem summationes ex fonte maxime diverso derivantur;On sums of series of reciprocals from powers of natural numbers from another discussion, in which the sums are derived principally from another source;Leonhard Euler;Latin;Journal article;1743;1742;Miscellanea Berolinensia, Volume 7, pp. 172-192.;;Euler gives an infinite product for sin(x)/x as well as the formulas sin(x) = (eix – e-ix)/(2i) and cos(x) = (eix + e-ix)/2, which he had communicated with Goldbach on 9 December 1741 and 8 May 1742. He presents an infinite series for π/sin(πs) and for π∙cot(πs), an evaluation of the sums of the reciprocals of odd squares as π2/8, and an evaluation of the corresponding alternating sum as π2/(8√2).;Series 1, Volume 14, pp.138-155.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/61;
61;62;261;De integratione aequationum differentialium altiorum graduum;On the integration of differential equations of various degrees;Leonhard Euler;Latin;Journal article;1743;1742;Miscellanea Berolinensia, Volume 7, pp. 193-242.;Euler-Kreis Mainz;E59;Series 1, Volume 22, pp.108-149.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/62;
62;63;;Demonstration de la somme de cette suite 1 + 1/4 + 1/9 + 1/16 + ...;Demonstration of the sum of the series 1 + 1/4 + 1/9 + 1/16 + ...;Leonhard Euler;French;Journal article;1743;1741;Journal litteraire d'Allemagne, de Suisse et du Nord, Volume 2, pp. 115-127.;;"The answer hasn't changed; it's still π2/6. He does the sum of the odd square reciprocals using an arcsine integral, and considers the differential equation (1−x2)y'' − xy' − 1 = 0.";Series 1, Volume 14, pp.177-186.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/63;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1062&context=euler-works
63;64;;Leonhardus Eulerus mathematicus acutissimus ad auctorem;Leonhard Euler, most sagacious mathematician, to the author;Leonhard Euler;Latin;Published letter;1742;;Lausanne & Geneva: Marcum-Michaelem Bousquet, Volume 4, pp. 389.;;This work is a portion of a letter written by Euler to Johann Bernoulli (dated 18 October 1740), and appears as the frontispiece to Bernoulli's Hydraulica. An English translation is available as part of Carmody and Kobus's combined English translation of Daniel Bernoulli's Hydrodynamica and Johann Bernoulli's Hydraulica. A translation of the next portion of the letter is available in Hunter Rouse's preface to the work (p. X).;Series 2, Volume 12, pp.1-1.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/64;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1063&context=euler-works
64;65;195;Methodus inveniendi lineas curvas maximi minimive proprietate gaudentes, sive solutio problematis isoperimetrici lattissimo sensu accepti;A method for finding curved lines enjoying properties of maximum or minimum, or solution of isoperimetric problems in the broadest accepted sense;Leonhard Euler;Latin;Quarto book;1744;1743;Lausanne & Geneva: Marcum-Michaelem Bousquet, Volume 1744, pp. 1-322.;According to Eneström, Euler completed the manuscript of this work by April 1743.;"This work is concerned with the calculus of variations. Euler's main contribution to this subject was to change it from a discussion of essentially special cases to a discussion of very general classes of problems. This work includes a listing of 100 special problems that illustrate his methods. Euler also demonstrates a general procedure for writing down the so-called ""Euler differential equation"" or first necessary condition. Some problems that Euler uses to demonstrate his methods are: (1) find, among all plane curves y = y(x), 0 ≤ x ≤ a, the one that maximizes or minimizes ∫Z dx, where Z is a ""determinate"" function of x, y, and y's derivatives; (2) find the shape of brachystochrone and tautochrone curves in a resistant medium; (3) find the geodesic joining two fixed points on a given concave or convex surface. In solving the brachystochrone problem, Euler finds a simple instance (possibly the first) of the Lagrange multiplier method. This is also the first work in which the principle of least action is presented, which Euler expresses in the following way. For a given projected body, denote its mass by M, half the square of its velocity by v, the arclength element by ds. Then, among all curves passing through the same pair of endpoints, the desired curve is the one that minimizes the integral ∫Mv1/2 ds. For a more detailed explanation, see Herman Goldstine's A History of the Calculus of Variations from the 17th through the 19th Century (Springer-Verlag, 1980).";Series 1, Volume 24, pp.1-308.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/65;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1064&context=euler-works
65;66;604;Theoria motuum planetarum et cometarum;Theory of the motions of planets and comets;Leonhard Euler;Latin;Quarto book;1744;1744;Berlin: Ambrosius Haude, pp. 1-188.;;This is the first edition of Euler's first book on astronomy, in which he introduces new methods of investigating planetary perturbations.;Series 2, Volume 28, pp.105-251.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/66;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1065&context=euler-works
66;67;660;Beantwortung verschiedener Fragen uber die Beschaffenheit, Bewegung und Wurckung der Cometen;Answers to various questions about the condition, motion, and effects of comets;Leonhard Euler;German;Octavo book;1744;1744;Berlin: Ambrosius Haude, pp. 1-56.;Published anonymously.;"Euler published this tract anonymously when the comet of 1744 appeared. In it, he describes all the aspects of comets of contemporary interest. In particular, he distinguishes comets from fixed stars on the basis of their respective appearances in a telescope. He also argues that the Earth must have been similar to a comet at the time of its creation. Euler says that observation alone is not enough to determine whether the solid of a comet rotates, and that the tail of a comet is a great collection of dust particles that are driven from the core of the comet by the sun's rays and are then gathered together behind the comet where they reflect sunlight. He urges extreme caution in attributing the appearance of comets to the wrath of God and argues that even though comets can cause perturbations in the Earth's orbit, none have come close enough to do so; moreover, none ever will because, if this were to happen, there might be a flood or a destruction of the Earth, and the Bible says that this will not happen. (Based on Eric Aiton's introduction to Opera Omnia Series II, Volume 31.)";Series 2, Volume 31, pp.125-150.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/67;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1066&context=euler-works
